Ticker,symbol,Market Cap,Trailing P/E,P/B Ratio,Trailing EPS,Forward P/E,Forward EPS,Dividend Yield %,Beta,Trailing P/E Graham Status,P/B Ratio Graham Status,Combined P/E x P/B Graham Status,Trailing P/E Sector Status,Forward P/E Sector Status,P/B Ratio Sector Status,sector
PSHG,PSHG,26524154.0,1.1308901,0.11375605,1.91,2.0186915,1.07,,0.273,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
MTW,MTW,461995200.0,11.944954,0.7574171,1.09,8.622517,1.51,,2.035,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
GSL,GSL,752973440.0,2.6138854,0.6375709,8.21,3.236802,6.63,6.99,1.517,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
GLBS,GLBS,42605360.0,7.9615383,0.24210525,0.26,-12.9375,-0.16,,0.17,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
CPA,CPA,4025059840.0,7.42979,1.8992562,12.89,5.416855,17.68,6.72,1.394,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Industrials
CVLG,CVLG,589098816.0,11.372151,1.4554644,3.95,8.7906065,5.11,0.98,1.421,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
HOLI,HOLI,1531903360.0,13.12234,1.2329451,1.88,10.867842,2.27,,0.547,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
AMRC,AMRC,1016379584.0,16.615385,1.1266953,1.17,9.576355,2.03,,1.577,Fair Value,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
RYI,RYI,1104587264.0,7.9195127,1.2199888,4.1,9.6636915,3.36,2.26,1.663,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
RAYA,RAYA,9000000.0,4.0,0.37570447,0.15,,,,,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
ULH,ULH,865046528.0,9.314448,1.6238642,3.53,6.384466,5.15,1.28,1.058,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
SNT,SNT,34965000.0,21.428572,0.96525097,0.07,,,,0.707,Overvalued,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Industrials
TH,TH,1050280512.0,6.7532053,2.8388574,1.56,15.268116,0.69,,2.098,Undervalued,Overvalued,Undervalued,Undervalued,Fair Value,Overvalued,Industrials
AER,AER,16713772032.0,5.9898405,0.98483497,13.78,7.656772,10.78,,1.853,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
WCC,WCC,7866597888.0,11.432053,1.5640724,13.54,9.313477,16.62,0.9900000000000001,2.061,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
GBX,GBX,1597637760.0,15.138642,1.2290449,3.39,11.506726,4.46,2.34,1.627,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
ATSG,ATSG,824989824.0,15.317074,0.5946407,0.82,12.076924,1.04,,0.851,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
PANL,PANL,304622208.0,11.24138,0.9354376,0.58,5.927273,1.1,6.1300002,0.838,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
SFWL,SFWL,157570224.0,14.692308,1.4602447,0.13,,,,,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
MDU,MDU,4813795840.0,10.004238,1.6553321,2.36,16.061224,1.47,2.12,0.694,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
NWPX,NWPX,324168704.0,15.679427,0.96142,2.09,11.74552,2.79,,0.957,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
ASC,ASC,660813888.0,5.8708487,1.2228115,2.71,6.2637796,2.54,5.2800003,0.374,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
AGCO,AGCO,8735528960.0,7.490083,1.8733897,15.63,9.174765,12.76,0.9900000000000001,1.326,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Industrials
BWEN,BWEN,49849508.0,6.3888884,0.88529634,0.36,7.9310346,0.29,,1.317,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
ALGT,ALGT,1106686848.0,9.621622,0.8045412,6.29,7.2827916,8.31,2.98,1.56,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
SNCY,SNCY,754067648.0,11.504065,1.4658655,1.23,6.902439,2.05,,1.617,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
CVEO,CVEO,372770752.0,12.651742,1.1659789,2.01,52.979168,0.48,3.9300002000000003,2.2,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Industrials
SBLK,SBLK,2610583040.0,13.154286,1.1650387,1.75,4.7075667,4.89,6.17,1.09,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
PTSI,PTSI,319945312.0,17.493977,1.0175906,0.83,7.2964826,1.99,,1.108,Fair Value,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
HTZ,HTZ,2007838080.0,4.726619,0.5658915,1.39,8.316456,0.79,,2.0,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
ABM,ABM,2802547456.0,11.324807,1.5373932,3.91,12.232044,3.62,2.0299999,1.147,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
SGRP,SGRP,41893680.0,10.8125,1.4250412,0.16,14.416667,0.12,,0.681,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
BBU,BBU,1435809408.0,2.966102,2.1875,6.49,-3.77451,-5.1,1.2999999,1.422,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Fair Value,Industrials
SHIP,SHIP,185737072.0,9.432292,0.74300486,0.96,5.918301,1.53,1.0999999999999999,0.865,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
REZI,REZI,2885216768.0,13.915494,1.0450603,1.42,10.977778,1.8,,2.119,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
DAC,DAC,1404360320.0,2.4981,0.46558642,28.95,3.2185137,22.47,4.42,1.324,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
CISS,CISS,3105317.0,0.012544379,0.0022753584,126.75,,,,,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
CTRM,CTRM,34977852.0,3.62,0.07584487,1.0,,,,0.809,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
FWRD,FWRD,665061440.0,15.378049,0.84710467,1.64,16.166666,1.56,3.81,0.988,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
APWC,APWC,28244194.0,6.52381,0.1947129,0.21,,,,0.6,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
AEHL,AEHL,11679646.0,0.6692308,0.032232966,2.6,,,,1.486,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
HSII,HSII,602358720.0,11.377863,1.2976103,2.62,9.088414,3.28,2.01,0.847,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
KELYA,KELYA,816460288.0,23.571428,0.6500085,0.98,9.24,2.5,1.2999999,1.186,Overvalued,Undervalued,Undervalued,Fair Value,Undervalued,Undervalued,Industrials
ESEA,ESEA,241239536.0,2.0520582,0.89201134,16.52,8.411911,4.03,7.08,0.885,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
JCSE,JCSE,3629835.0,4.0277777,0.21989688,0.18,,,,,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
CMRE,CMRE,1305556992.0,3.7254236,0.54603267,2.95,5.495,2.0,4.19,1.354,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
EBF,EBF,493171776.0,11.146198,1.4163632,1.71,13.517731,1.41,5.25,0.431,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
RGP,RGP,378982080.0,16.984848,0.913536,0.66,11.323233,0.99,5.0,0.613,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
SPLP,SPLP,763502272.0,5.822846,0.8317612,6.43,,,,1.271,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
SB,SB,527948416.0,7.7540984,0.6661972,0.61,6.757143,0.7,4.2299999999999995,0.997,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
NAT,NAT,799688640.0,8.148936,1.4856477,0.47,5.5507245,0.69,12.529999,-0.102,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
KODK,KODK,367623232.0,6.865671,0.39329684,0.67,,,,3.555,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
REVG,REVG,1120843520.0,5.320197,2.6027234,4.06,10.536586,2.05,0.9299999999999999,1.644,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Fair Value,Industrials
WLFC,WLFC,321967584.0,8.0834675,0.78574544,6.23,40.288002,1.25,,0.991,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Industrials
ACTG,ACTG,492484832.0,8.5,0.8665846,0.58,8.5,0.58,,0.474,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
VCIG,VCIG,43351464.0,7.125,0.572002,0.16,,,0.88,,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
ZTO,ZTO,15652658176.0,13.260274,0.2605162,1.46,9.9282055,1.95,3.2,-0.054,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
DSX,DSX,347892704.0,6.9047623,0.6302978,0.42,3.0526316,0.95,18.100001,1.167,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
GRNQ,GRNQ,9094130.0,8.642858,1.5162908,0.14,-17.285715,-0.07,,1.472,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
CRESY,CRESY,649517568.0,8.858586,0.010860547,0.99,4.004566,2.19,8.2100004,1.255,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
TWI,TWI,844681088.0,9.312,1.5130639,1.25,6.9700603,1.67,,2.084,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
UAL,UAL,13645325312.0,5.2005014,1.4599824,7.98,3.630796,11.43,,1.538,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
DNOW,DNOW,1622520576.0,6.6517854,1.4935846,2.24,13.796295,1.08,,1.484,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
CNHI,CNHI,15629143040.0,7.130682,1.996818,1.76,7.84375,1.6,3.75,1.695,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Industrials
LICN,LICN,23193338.0,2.6481252,0.36557376,0.32,,,,,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Industrials
GASS,GASS,207971776.0,4.7886176,0.3782673,1.23,6.6179776,0.89,,0.797,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Industrials
PAGS,PAGS,3782370560.0,11.83,0.28221765,1.0,7.993243,1.48,,1.802,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Technology
IBEX,IBEX,234587536.0,8.612904,1.5120624,1.55,6.0135136,2.22,,0.614,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Undervalued,Technology
OCFT,OCFT,77700880.0,0.04385965,0.6977598,43.32,-2.8787878,-0.66,,,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Technology
HIMX,HIMX,898081344.0,18.357141,1.0464169,0.28,10.078431,0.51,9.35,2.078,Fair Value,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Technology
ASX,ASX,23215484928.0,21.5,0.1556595,0.5,12.078651,0.89,5.3200003,1.094,Overvalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Technology
ARW,ARW,6662050816.0,7.796589,1.1439853,15.83,7.718574,15.99,,1.403,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Technology
HPE,HPE,22279086080.0,11.820689,1.0402379,1.45,8.40196,2.04,3.0299999,1.222,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Technology
YALA,YALA,728073728.0,8.321428,1.3104612,0.56,5.8987336,0.79,,1.22,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Technology
SONY,SONY,102386638848.0,18.396894,0.013973398,4.51,15.864244,5.23,0.64999997,0.83,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Technology
STNE,STNE,4724610048.0,25.065573,0.3230441,0.61,9.496894,1.61,,2.406,Overvalued,Undervalued,Undervalued,Fair Value,Undervalued,Undervalued,Technology
CSIQ,CSIQ,987258944.0,3.0601206,0.3940035,4.99,3.0848486,4.95,,1.251,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Technology
SANM,SANM,3229993984.0,12.534633,1.500298,4.62,9.006221,6.43,,1.015,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Undervalued,Technology
UMC,UMC,19362334720.0,10.213333,0.26717824,0.75,9.820513,0.78,7.5200000000000005,1.18,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Technology
AVT,AVT,4257029376.0,6.497931,0.8439627,7.25,7.9176474,5.95,2.5899999,1.239,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Technology
KTCC,KTCC,48428552.0,11.25,0.3656753,0.4,,,,1.455,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Technology
HKD,HKD,613729536.0,14.590909,1.3402923,0.22,,,,,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Technology
BHE,BHE,1078394624.0,16.715084,0.9888621,1.79,12.262295,2.44,2.21,1.028,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Technology
TSEM,TSEM,3529927168.0,6.824034,1.4488132,4.66,14.133333,2.25,,0.938,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Technology
HKIT,HKIT,16335374.0,14.1875,0.57643473,0.08,,,,,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Technology
MNDO,MNDO,38231192.0,7.54,1.5539982,0.25,,,12.73,0.8,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Undervalued,Technology
TSRI,TSRI,16727231.0,8.761364,0.9454323,0.88,,,,,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Technology
VSH,VSH,2934048256.0,9.233767,1.3378912,2.31,10.882653,1.96,1.8800000000000001,1.242,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Technology
WIT,WIT,28036433920.0,20.23077,0.037582166,0.26,18.785715,0.28,0.22999999999999998,0.699,Overvalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Technology
ELTK,ELTK,68724504.0,9.579439,2.2966616,1.07,8.070867,1.27,2.1399999999999997,-1.824,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Fair Value,Technology
QIWI,QIWI,355582720.0,1.1477733,0.005295106,4.94,3.4785275,1.63,,0.576,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Technology
SNX,SNX,9651885056.0,16.427324,1.211374,6.88,8.581625,13.17,1.4199998999999999,1.545,Fair Value,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Technology
GILT,GILT,305611136.0,13.073172,1.1124948,0.41,13.74359,0.39,,0.568,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Technology
TAIT,TAIT,18906506.0,10.129032,1.1226314,0.31,,,6.370000000000001,0.719,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Technology
DSWL,DSWL,35854200.0,5.921053,0.3913724,0.38,,,8.89,0.457,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Technology
KARO,KARO,816335232.0,22.934784,0.2995049,1.15,18.705675,1.41,5.5,1.154,Overvalued,Undervalued,Undervalued,Fair Value,Overvalued,Undervalued,Technology
WKEY,WKEY,21762766.0,0.13415384,0.30039963,16.25,,,,1.772,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Technology
CXAI,CXAI,81100048.0,1.3767606,0.93361986,2.84,4.3444448,0.9,,1.305,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Technology
SYT,SYT,70440568.0,15.0,0.008676818,0.18,,,0.88,,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Technology
ARBB,ARBB,26437500.0,4.0,0.082946256,0.25,,,,,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Technology
CNXC,CNXC,3797174016.0,12.037657,0.9198747,4.78,4.446677,12.94,2.1,0.542,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Technology
PLAB,PLAB,1719419392.0,12.2252245,1.6381965,2.22,11.308332,2.4,,1.412,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Undervalued,Technology
G,G,5523599360.0,8.982404,2.4453137,3.41,9.31003,3.29,1.9900000000000002,1.074,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Fair Value,Technology
STM,STM,37216038912.0,9.042602,2.1116288,4.46,10.841398,3.72,0.89,1.371,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Fair Value,Technology
CINT,CINT,543024448.0,21.263159,0.38048595,0.19,13.032258,0.31,,1.04,Overvalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Technology
IMOS,IMOS,1054266112.0,17.33735,0.8421361,1.66,28.49505,1.01,5.2299999999999995,0.539,Fair Value,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Technology
SGMA,SGMA,24194332.0,3.9306931,0.34879634,1.01,,,,0.953,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Technology
JKS,JKS,1116282112.0,2.239801,0.057957806,10.05,2.9386425,7.66,6.6599995,0.342,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Technology
AGMH,AGMH,34684364.0,3.1777778,0.80382234,0.45,,,,1.069,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Technology
GMM,GMM,24377856.0,3.5583334,1.0569307,0.24,,,,,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Technology
SCSC,SCSC,1016133056.0,11.804093,1.0648905,3.42,9.992574,4.04,,1.514,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Technology
DQ,DQ,1536153600.0,4.156584,0.32286602,5.62,3.213205,7.27,,0.209,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Technology
BOSC,BOSC,16123196.0,8.25,0.85596585,0.34,,,,0.838,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Technology
SOL,SOL,105970776.0,18.5,0.31292287,0.1,2.936508,0.63,,1.797,Fair Value,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Technology
QH,QH,3497040.0,3.1499996,0.0061190785,0.18,-56.699997,-0.01,,0.528,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Technology
YMM,YMM,7905869824.0,27.0,0.22187655,0.28,12.599999,0.6,1.91,0.334,Overvalued,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Technology
DAKT,DAKT,401194048.0,7.8103456,1.6982194,1.16,11.325001,0.8,,1.091,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Undervalued,Technology
SWVL,SWVL,56574028.0,0.6197917,6.9941225,13.44,-0.7748837,-10.75,,0.636,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Overvalued,Technology
TSAT,TSAT,233340528.0,0.88414633,0.14907573,8.2,,,,2.044,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Technology
IMMR,IMMR,230147088.0,6.9807696,1.2502153,1.04,11.343751,0.64,2.48,1.466,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Technology
SURG,SURG,70575416.0,2.652174,1.8663948,1.38,4.575,0.8,,1.479,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Undervalued,Technology
TACT,TACT,48875108.0,10.404255,1.2354724,0.47,34.92857,0.14,,1.894,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Technology
HOG,HOG,5220915200.0,7.9691997,1.6263672,4.87,8.257447,4.7,1.78,1.459,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Consumer Cyclical
CPHC,CPHC,107903240.0,10.193286,1.3172178,2.13,,,1.2899999500000001,-0.226,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Cyclical
MGA,MGA,14043760640.0,11.529551,1.1759741,4.23,6.680822,7.3,3.9,1.679,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
PHIN,PHIN,1691194624.0,16.820276,0.8929445,2.17,7.510288,4.86,2.74,,Fair Value,Undervalued,Undervalued,Fair Value,Undervalued,Undervalued,Consumer Cyclical
RCKY,RCKY,194043104.0,18.553192,0.86740273,1.41,8.72,3.0,2.35,1.977,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Consumer Cyclical
HZO,HZO,602535232.0,6.721393,0.6512727,4.02,6.5902443,4.1,,1.719,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
MNSO,MNSO,6352775168.0,21.86207,0.6448332,0.87,13.117241,1.45,2.17,0.277,Overvalued,Undervalued,Undervalued,Overvalued,Overvalued,Undervalued,Consumer Cyclical
TMHC,TMHC,5761396224.0,7.7822347,1.092716,6.98,6.6405864,8.18,,1.87,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
CZR,CZR,8530871808.0,10.835164,1.869726,3.64,16.433332,2.4,,2.813,Undervalued,Fair Value,Undervalued,Undervalued,Overvalued,Fair Value,Consumer Cyclical
GPI,GPI,3642297344.0,6.308844,1.3474994,42.74,6.78852,39.72,0.69999998,1.4,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
BWA,BWA,7492212224.0,12.014814,1.2790284,2.7,7.457471,4.35,1.3599999999999999,1.285,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
MOV,MOV,558694144.0,12.257282,1.0826687,2.06,9.317343,2.71,5.54,1.155,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Cyclical
AUVI,AUVI,2671814.0,0.0040547946,0.016216336,182.5,-0.46835443,-1.58,,-1.377,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
MBUU,MBUU,712830592.0,11.182693,1.1420622,3.12,7.9476085,4.39,,1.366,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
CARS,CARS,1061934976.0,9.287356,2.1650589,1.74,23.764706,0.68,,2.076,Undervalued,Overvalued,Undervalued,Undervalued,Overvalued,Overvalued,Consumer Cyclical
VIRC,VIRC,171646656.0,7.8358207,1.8823951,1.34,5.9322033,1.77,0.38,0.687,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Consumer Cyclical
ETD,ETD,785609664.0,9.913462,1.6612064,3.12,10.207921,3.03,4.66,1.209,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Consumer Cyclical
TLF,TLF,38300532.0,10.133333,0.6797853,0.45,7.862069,0.58,,0.845,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
HOV,HOV,840686976.0,4.8209224,1.7147729,27.53,184.33333,0.72,,2.618,Undervalued,Fair Value,Undervalued,Undervalued,Overvalued,Fair Value,Consumer Cyclical
KSS,KSS,2442172160.0,7.726316,0.6278513,2.85,8.309434,2.65,9.08,2.01,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Cyclical
DBGI,DBGI,5571309.0,0.009199013,0.36315325,356.56,,,,1.194,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Cyclical
HOFT,HOFT,193462656.0,19.945053,0.84254014,0.91,9.972527,1.82,5.06,1.073,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Consumer Cyclical
HVT,HVT,496771680.0,9.059525,1.5939677,3.36,8.647727,3.52,3.94,1.449,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Consumer Cyclical
PAG,PAG,10089918464.0,9.709033,2.136944,15.5,10.202712,14.75,2.02,1.205,Undervalued,Overvalued,Undervalued,Undervalued,Fair Value,Overvalued,Consumer Cyclical
PDD,PDD,150821519360.0,19.95079,0.8303101,5.69,9.752577,11.64,,0.684,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Consumer Cyclical
VIPS,VIPS,8525002752.0,7.8994975,0.23064736,1.99,6.046154,2.6,2.74,0.398,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
DXLG,DXLG,189624352.0,7.604651,1.2728688,0.43,10.9,0.3,,1.347,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Cyclical
GIII,GIII,1260330112.0,7.4,0.81853575,3.75,7.8169017,3.55,,2.416,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
LOVE,LOVE,299725696.0,13.344828,1.3780088,1.45,7.6482215,2.53,,2.82,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Consumer Cyclical
JAKK,JAKK,242100128.0,6.4425287,1.1950322,3.48,5.2505856,4.27,,2.353,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
DHI,DHI,48461873152.0,10.529921,2.0954392,13.87,9.398327,15.54,0.8200000000000001,1.643,Undervalued,Overvalued,Undervalued,Undervalued,Fair Value,Overvalued,Consumer Cyclical
LAD,LAD,7166843904.0,7.173326,1.1478714,36.29,6.5671043,39.64,0.77,1.556,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
HIBB,HIBB,834852416.0,8.662178,1.9919499,8.17,7.8112574,9.06,1.4099999,1.78,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Consumer Cyclical
CAL,CAL,1235356544.0,7.316666,2.223207,4.8,7.0380764,4.99,0.8,2.009,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Overvalued,Consumer Cyclical
TM,TM,318800560128.0,10.904564,0.09795784,21.69,20.656769,11.45,1.6900001000000002,0.5,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Consumer Cyclical
SAH,SAH,1690001024.0,9.971831,1.8871374,4.97,7.7196264,6.42,2.42,1.782,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Consumer Cyclical
